,procuringEntity_name,NF003,NF010,NF011,NF016,NF018,NF019,NF026,NF027,NF031,NF042,NF044,NF047,NF059,NF061,NF062,NF063
757,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE PUMPUENTSA,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
758,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE PURUNUMA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
759,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN ANTONIO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
760,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN ANTONIO DE LAS ARADAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
761,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN CRISTOBAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN JOAQUIN,1,0,1,0,0,1,0,1,0,1,1,4,0,0,0,0
763,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SAN LUCAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
764,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SININCAY,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
765,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE TUMBACO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
766,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE YANGANA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
767,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE YAUPI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
768,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE ZHUD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
769,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DEL QUINCHE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
770,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL GENERAL MORALES,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
771,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL HONORATO VASQUEZ,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
772,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL JUAN DE VELASCO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
773,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL LA PROVIDENCIA,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
774,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL MALDONADO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
775,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL OCTAVIO CORDERO PALACIOS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
776,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL QUINARA,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
777,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL  DE MILAGRO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
778,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL 5 DE JUNIO HUIMBI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
779,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL ALLURIQUIN ,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0
780,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL ATAHUALPA ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
781,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL CASCOL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
782,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DANIEL CORDOVA TORAL,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
783,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DAYUMA,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
784,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ABAÑIN,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
785,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE AMAGUAÑA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
786,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ANCONCITO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
787,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ASCAZUBI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
788,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE AUGUSTO N. MARTINEZ GADPRANM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
789,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE AYAPAMBA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
790,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BAQUERIZO MORENO ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
791,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BARBONES,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
792,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BAÑOS,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
793,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BELLAMARIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
794,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BELLAVISTA ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
795,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BELLAVISTA EL ORO,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
796,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BENITEZ PACHANLICA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
797,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BUENAVISTA,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
798,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CANELOS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
799,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CAPIRO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
800,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CARACOL GADP RURAL CARACOL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
801,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CASACAY,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
802,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CAÑAQUEMADA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
803,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CHACARITA GADP RURAL CHACARITA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
804,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CHACRAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
805,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CHANDUY,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
806,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CHANTILIN ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
807,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COJITAMBO,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
808,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COSANGA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
809,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE COTUNDO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
810,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CRUCITA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
811,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CUMBAYA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
812,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CUNCHIBAMBA ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
813,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CURTINCAPAC,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
814,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL CARMELO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
815,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL ENO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
816,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL TINGO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
817,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EL TRIUNFO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
818,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EMILIO MARIA TERAN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
819,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE EUGENIO ESPEJO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
820,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE FACUNDO VELA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
821,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE FEBRES CORDERO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
822,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE GUASUNTOS,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
823,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE GUIZHAGUIÑA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
824,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE HATUN SUMAKU,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
825,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE HUACHI GRANDE ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
826,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE HUAMBALO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
827,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE HUAMBI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
828,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE IZAMBA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
829,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE JAMBELI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
830,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE JOSE LUIS TAMAYO,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0
831,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA ASUNCION,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
832,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA AVANZADA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
833,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA MAGDALENA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
834,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA SOFIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
835,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA UNION,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0
836,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA VICTORIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
837,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LA VILLEGAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
838,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LIMONAL,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
839,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LLACAO,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0
840,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LOS ANDES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
841,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LOS ANGELES,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
842,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MANGLARALTO,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
843,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MANU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
844,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MARIANO MORENO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
845,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MORALES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
846,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE MOROMORO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
847,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE NAZON,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
848,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PALMA ROJA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
849,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PALMALES,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
850,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PANCHO NEGRO,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
851,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PIEDRAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
852,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PILAHUIN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
853,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PINLLOPATA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
854,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE POMPEYA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
855,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PRESIDENTE URBINA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
856,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PROGRESO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
857,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PUCAPAMBA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
858,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PUERTO MISAHUALLI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
859,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PUERTO PECHICHE,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
860,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE RICAURTE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
861,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE RIO BONITO,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
862,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ROBERTO ASTUDILLO,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
863,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ROCAFUERTE,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
864,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SABANILLA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
865,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SALATI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
866,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN BARTOLOME DE PINLLO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
867,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN FRANCISCO DE BORJA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
868,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN JOSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
869,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN JUAN DE CERRO AZUL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
870,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN JUAN DE PASTOCALLE,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
871,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN LUIS DE ARMENIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
872,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN LUIS DE PAMBIL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
873,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN MIGUEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
874,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN MIGUELITO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
875,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN ROQUE,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
876,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN SEBASTIAN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
877,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN VICENTE DE PUSIR,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
878,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SANTA ANA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
879,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SANTA CECILIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
880,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SELVA ALEGRE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
881,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SEVILLA ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
882,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SEVILLA DON BOSCO,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
883,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TARQUI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
884,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TAYUZA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
885,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TIMBARA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
886,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TIMBIRE,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
887,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TNTE MAXIMILIANO RODRIGUEZ LOAIZA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
888,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TORATA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
889,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE TURI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
890,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ULBA ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
891,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE UNAMUNCHO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
892,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DEL ROSARIO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
893,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DIEZ DE AGOSTO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
894,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DURENO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
895,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL ANEGADO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
896,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL DORADO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
897,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL INGENIO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
898,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL LAUREL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
899,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL PORVENIR DEL CARMEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
900,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL GONZALO PIZARRO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
901,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL GONZOL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
902,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL INES ARANGO ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
903,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL JACINTO JIJON Y CAAMAÑO,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
904,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL JUAN MONTALVO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
905,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA AMERICA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
906,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA BELLEZA,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
907,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA BOCANA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
908,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA CUCA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
909,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA MERCED DE BUENOS AIRES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
910,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA PEAÑA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
911,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA UNION,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
912,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA VICTORIA,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
913,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LICTO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
914,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LOS ANDES,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
915,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL MANUEL J.CALLE,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
916,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL MARCOS ESPINEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
917,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL MEMBRILLAL,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
918,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL MULALO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
919,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PERUCHO ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
920,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL PUERTO MURIALDO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
921,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN ANTONIO DE PASA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
922,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN ANTONIO DE PICHINCHA ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
923,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN FRANCISCO DE NATABUELA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
924,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN JOSE DE ANCON,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
925,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN JOSE DE GUAYUSA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
